smiles,temp,density
CCCCCC(CC)CC,25,760.259529
CCCCCC(CC)CC,50,740.521918
CCCCCC(CC)CC,75,720.107354
CCCCCC(CC)CC,100,698.910286
CCCCCC(CC)CC,125,676.7959
CCCCCC(CC)CC,150,653.587526
CCCCCC(CC)CC,175,4.02814917
CCCCCC(CC)CC,200,3.79314168
CCCCCC(CC)CC,225,3.58572462
CCCCCC(CC)CC,250,3.40104525
CCCCCC(CC)CC,275,3.23537513
CCCCCC(CC)CC,300,3.08579171
CCCCCC(CC)CC,325,2.94996497
CCCCCC(CC)CC,350,2.82600999
CCCCCC(CC)CC,375,2.71238246
CCCCCC(CC)CC,400,2.60780295
CCCCCC(CC)CC,425,2.51120108
CCCCCC(CC)CC,450,2.42167332
CCCCCC(CC)CC,475,2.33845103
CCCCCC(CC)CC,500,2.26087561
CCC(CC(C)C)C(C)C,25,729.981188
CCC(CC(C)C)C(C)C,50,710.676078
CCC(CC(C)C)C(C)C,75,690.653923
CCC(CC(C)C)C(C)C,100,669.796222
CCC(CC(C)C)C(C)C,125,647.949333
CCC(CC(C)C)C(C)C,150,624.908164
CCC(CC(C)C)C(C)C,175,4.01651508
CCC(CC(C)C)C(C)C,200,3.78378005
CCC(CC(C)C)C(C)C,225,3.57808647
CCC(CC(C)C)C(C)C,250,3.39473859
CCC(CC(C)C)C(C)C,275,3.23011351
CCC(CC(C)C)C(C)C,300,3.08136167
CCC(CC(C)C)C(C)C,325,2.94620469
CCC(CC(C)C)C(C)C,350,2.82279492
CCC(CC(C)C)C(C)C,375,2.70961546
CCC(CC(C)C)C(C)C,400,2.60540744
CCC(CC(C)C)C(C)C,425,2.50911592
CCC(CC(C)C)C(C)C,450,2.4198493
CCC(CC(C)C)C(C)C,475,2.33684817
CCC(CC(C)C)C(C)C,500,2.25946117
CCC(C)C(CC)C(C)C,25,730.725202
CCC(C)C(CC)C(C)C,50,712.178886
CCC(C)C(CC)C(C)C,75,692.976358
CCC(C)C(CC)C(C)C,100,673.014625
